system_id,url,remote_content_length,archive_sha256,downloaded_at_utc,status,pdb_path,n_atoms,n_residues,n_hydrogens,n_bv_donors,r1_frames,r1_start_ps,r1_end_ps,r1_dt_ps,r2_frames,r2_start_ps,r2_end_ps,r2_dt_ps,r3_frames,r3_start_ps,r3_end_ps,r3_dt_ps,n_frames
1l2p_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1l2p_A/1l2p_A_analysis.zip,16066429,48c298276002538d5dd72e1eefc4e6c0157b3ed4285fc132e8fe0dd98fd0ef12,2026-08-26T18:26:26.325825+00:00,valid,data/raw/1l2p_A/1l2p_A.pdb,1012,61,518,60,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1msc_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1msc_A/1msc_A_analysis.zip,29024589,b5fcd1a04c62a14a101e3e1047377f8526d4228ffaed54e5140707e824dd8e00,2026-08-26T18:26:31.062745+00:00,valid,data/raw/1msc_A/1msc_A.pdb,1929,129,967,122,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1pch_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1pch_A/1pch_A_analysis.zip,19841217,8516824d260e870185606738952a9cf8ff25e94694b6440fa204033cdef6a4f5,2026-08-26T18:26:34.918741+00:00,valid,data/raw/1pch_A/1pch_A.pdb,1329,88,681,86,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1qhv_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1qhv_A/1qhv_A_analysis.zip,44226927,e97384bec97f77f40d5d6e6a192107b8264e43a41f3c51c1fe52b59b10958a04,2026-08-26T18:26:41.504500+00:00,valid,data/raw/1qhv_A/1qhv_A.pdb,2969,195,1461,187,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1qnx_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1qnx_A/1qnx_A_analysis.zip,48681483,c36baa6684f5cd6a90421a463ab00bde1638308fa3807e92527d604124332c3b,2026-08-26T18:26:48.525059+00:00,valid,data/raw/1qnx_A/1qnx_A.pdb,3309,209,1633,200,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1sei_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1sei_A/1sei_A_analysis.zip,31644400,75ab3e19eac0407f018ed62ce7dcf987a2f5b112aa8a0bfd3b0c5f51b1af218e,2026-08-26T18:26:54.286192+00:00,valid,data/raw/1sei_A/1sei_A.pdb,2123,130,1094,124,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1tzw_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1tzw_A/1tzw_A_analysis.zip,36108417,e24720dd5d9f240f6b64a2ca4fcdeb18c5229ce0d7a177178b5f5e8874740f13,2026-08-26T18:26:59.818544+00:00,valid,data/raw/1tzw_A/1tzw_A.pdb,2421,142,1225,138,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1u6t_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1u6t_A/1u6t_A_analysis.zip,28458567,03e865ffbbc32a42f57c23ed04f1374050509a3a243a2dcef3430a428438837a,2026-08-26T18:27:04.726414+00:00,valid,data/raw/1u6t_A/1u6t_A.pdb,1895,121,924,113,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1uha_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1uha_A/1uha_A_analysis.zip,17294981,8df5a9f2ae7d63aa35c6d5af255601480bcaf597a0563c43fb519342588a264e,2026-08-26T18:27:08.764334+00:00,valid,data/raw/1uha_A/1uha_A.pdb,1133,82,510,79,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1uoy_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1uoy_A/1uoy_A_analysis.zip,12938467,fa5ee861f24a73ad93c1a3cff5451731d99a2c4287a8aaac72469537d4d62f1f,2026-08-26T18:27:12.039099+00:00,valid,data/raw/1uoy_A/1uoy_A.pdb,854,64,402,63,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1utg_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1utg_A/1utg_A_analysis.zip,16969836,49c1420a5b57b7efda246abf0a3bce222f82667795c93547da2594e4cd005ddf,2026-08-26T18:27:15.730495+00:00,valid,data/raw/1utg_A/1utg_A.pdb,1116,70,568,64,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1uz3_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1uz3_A/1uz3_A_analysis.zip,25184717,82bd8fc5601169e9dc14447a5f36733922049f04b6b38d2457b97a17cebf0741,2026-08-26T18:27:20.403932+00:00,valid,data/raw/1uz3_A/1uz3_A.pdb,1634,102,831,98,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1vcc_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1vcc_A/1vcc_A_analysis.zip,18983714,f28c7a7e54853bcae88209d7269fb64cd51d4e3b08f9652eda4f2c4d389d41ca,2026-08-26T18:27:24.099587+00:00,valid,data/raw/1vcc_A/1vcc_A.pdb,1264,77,623,73,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1ve0_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1ve0_A/1ve0_A_analysis.zip,31804400,a6a240a1ea3d078c6926bfd02aa517c1173b8b5cd3b3c2b3f7d258550b43bebe,2026-08-26T18:27:29.391209+00:00,valid,data/raw/1ve0_A/1ve0_A.pdb,2130,134,1081,129,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1w2w_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1w2w_A/1w2w_A_analysis.zip,49498657,7bf7a67372c96479e8d5cc216085fcba227b53a46569ee9ba67a60f2f69e5e4f,2026-08-26T18:27:36.356089+00:00,valid,data/raw/1w2w_A/1w2w_A.pdb,3290,211,1664,204,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1whi_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1whi_A/1whi_A_analysis.zip,28832732,723c26840d567b36e3df592e9ff8e43a318f767abd285d79be1b16e7de9a5552,2026-08-26T18:27:42.630453+00:00,valid,data/raw/1whi_A/1whi_A.pdb,1937,122,1000,116,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1whz_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1whz_A/1whz_A_analysis.zip,17406290,30d809bb7fe58b01845fdccf4282c4f09d136d7e1db34b1022e0c7ebeca92f33,2026-08-26T18:27:46.475429+00:00,valid,data/raw/1whz_A/1whz_A.pdb,1161,70,585,63,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1xmk_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1xmk_A/1xmk_A_analysis.zip,19235284,1ac7ffa0d9c5ed76ad2543559457f62875cdf704a3a8c56dfc59ce403e22ef75,2026-08-26T18:27:50.492383+00:00,valid,data/raw/1xmk_A/1xmk_A.pdb,1268,79,640,76,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1yoz_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1yoz_B/1yoz_B_analysis.zip,29034013,fb0f3fbaf84f784e1a7e499528f1d09715f99a7813f74b11df71f10483201d2a,2026-08-26T18:27:55.301084+00:00,valid,data/raw/1yoz_B/1yoz_B.pdb,1947,116,978,114,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
1yu5_X,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/1yu5_X/1yu5_X_analysis.zip,16396868,9cc24218422adecd724004a02058e809dcd3df693d792a567cc26a136c5bf3fd,2026-08-26T18:27:58.764492+00:00,valid,data/raw/1yu5_X/1yu5_X.pdb,1077,67,540,62,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2ad6_D,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2ad6_D/2ad6_D_analysis.zip,17052047,0c6fe070d8e1432c38f38e382bf24d96b94853970505b1796426d55c089c908d,2026-08-26T18:28:02.193365+00:00,valid,data/raw/2ad6_D/2ad6_D.pdb,1067,69,522,63,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2bo1_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2bo1_A/2bo1_A_analysis.zip,23667369,3c99076a4707f8a31a83fd19f65943af0f2af5720402e70f77c4c5fbc7ca0bbf,2026-08-26T18:28:06.707928+00:00,valid,data/raw/2bo1_A/2bo1_A.pdb,1589,101,809,97,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2bw3_B,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2bw3_B/2bw3_B_analysis.zip,20445569,1d00f7b17eb5d49aff9baca26eda0a7d23c22a705d0a90eaf1de881496b49a65,2026-08-26T18:28:10.526417+00:00,valid,data/raw/2bw3_B/2bw3_B.pdb,1316,84,662,80,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2cg7_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2cg7_A/2cg7_A_analysis.zip,20479778,22c4d2c2b3d573cef01b723477f71d1c33c3e2997aa5e99a30c4f759ab3701c1,2026-08-26T18:28:14.436534+00:00,valid,data/raw/2cg7_A/2cg7_A.pdb,1356,90,653,86,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2cyj_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2cyj_A/2cyj_A_analysis.zip,29441654,aea18a9538fca8be32c8b1c4a35a15efc15194f299f58271e95377509562d03f,2026-08-26T18:28:19.312131+00:00,valid,data/raw/2cyj_A/2cyj_A.pdb,1979,118,1018,113,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2e6x_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2e6x_A/2e6x_A_analysis.zip,17582452,416d1bfc57a19ae6486aa5e2944c46d7bff7083ed6a565a4e9abae55534cde8b,2026-08-26T18:28:23.152897+00:00,valid,data/raw/2e6x_A/2e6x_A.pdb,1157,69,586,65,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2ed6_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2ed6_A/2ed6_A_analysis.zip,38035772,1397801980abfec13bad39cbf963d3db4027cb1380141bc482fc6d2a1fdcd946,2026-08-26T18:28:30.007849+00:00,valid,data/raw/2ed6_A/2ed6_A.pdb,2547,170,1259,163,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2eo4_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2eo4_A/2eo4_A_analysis.zip,36540975,4a145cf2977fe67fa3935135dfbbb803bfa424cc741b891f8b229f95ca776576,2026-08-26T18:28:35.638527+00:00,valid,data/raw/2eo4_A/2eo4_A.pdb,2465,149,1240,143,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2fip_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2fip_A/2fip_A_analysis.zip,28928554,074a0a2a0598c44207b0a1bcba2e8f6ee7e073a1290118bc6538c3d6dc5d9821,2026-08-26T18:28:40.793450+00:00,valid,data/raw/2fip_A/2fip_A.pdb,1944,115,963,111,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2ftx_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2ftx_A/2ftx_A_analysis.zip,20836678,518c02241fba54e6990973327eac3665ed8a6b421ca36ea24ceb4e8a9176e06f,2026-08-26T18:28:44.702240+00:00,valid,data/raw/2ftx_A/2ftx_A.pdb,1382,90,688,86,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2gwm_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2gwm_A/2gwm_A_analysis.zip,47097419,4c84b052e40bd8008f2cd979d42024fe5c343736469f9d5708b189e611635279,2026-08-26T18:28:51.371804+00:00,valid,data/raw/2gwm_A/2gwm_A.pdb,3186,200,1594,192,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2in8_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2in8_A/2in8_A_analysis.zip,31939338,091a3a2e54dbc54951dc8156b9cdc72320cf2f27d92b8fbd447f2be5ec38f514,2026-08-26T18:28:57.992730+00:00,valid,data/raw/2in8_A/2in8_A.pdb,2171,139,1091,133,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2j6b_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2j6b_A/2j6b_A_analysis.zip,26576749,d7b556f52073f9eea30cf467c15f1d7ce308f2f3225582b2f7a5367359b72d1c,2026-08-26T18:29:02.673738+00:00,valid,data/raw/2j6b_A/2j6b_A.pdb,1780,109,913,104,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2jft_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2jft_A/2jft_A_analysis.zip,49404635,178065d9cbb02ebb79cc17ef81e790aafe9bba5fff2f75535c1d26e94ca251b6,2026-08-26T18:29:09.600503+00:00,valid,data/raw/2jft_A/2jft_A.pdb,3369,234,1663,221,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2pcn_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2pcn_A/2pcn_A_analysis.zip,35444173,23c097ad8b0de4b9592cfe5cf8caa360e5aa30c05f1075b267971291113cfbd0,2026-08-26T18:29:16.881794+00:00,valid,data/raw/2pcn_A/2pcn_A.pdb,2409,161,1215,153,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2rkq_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2rkq_A/2rkq_A_analysis.zip,37765491,8c628d0722e87f770048d1758582d3c54cb5fa5cb05895a1d8172883a56f45eb,2026-08-26T18:29:23.108094+00:00,valid,data/raw/2rkq_A/2rkq_A.pdb,2557,169,1262,158,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2w0g_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2w0g_A/2w0g_A_analysis.zip,32757748,9f515cfe12c240606c05a32e7e8b901902880a7901ff938adcea41081a518b87,2026-08-26T18:29:28.340544+00:00,valid,data/raw/2w0g_A/2w0g_A.pdb,2185,129,1098,127,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2w86_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2w86_A/2w86_A_analysis.zip,31463033,ab13862ec9434ae75b4f9deab6efec2b4315b7fa647a72ec1f5e05ba54e39fc2,2026-08-26T18:29:33.680307+00:00,valid,data/raw/2w86_A/2w86_A.pdb,2083,147,1017,139,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2wfr_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2wfr_A/2wfr_A_analysis.zip,38709180,26e78510a82a32321fc447228ed23d3652cd780a7e0ec5e073ef42711b6af6cf,2026-08-26T18:29:39.561752+00:00,valid,data/raw/2wfr_A/2wfr_A.pdb,2605,165,1276,157,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2yzt_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2yzt_A/2yzt_A_analysis.zip,16490500,e8f884f8e472361647ed3492ee397a6f010e16e176be551682643cfb997bc1ca,2026-08-26T18:29:43.502809+00:00,valid,data/raw/2yzt_A/2yzt_A.pdb,1078,67,533,65,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
2z0j_E,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/2z0j_E/2z0j_E_analysis.zip,51865840,afba2fe62b14b81f9bd4b9aba1dfebeec4002d4301a91bd6e9ad62297b9ac7d5,2026-08-26T18:29:50.645176+00:00,valid,data/raw/2z0j_E/2z0j_E.pdb,3528,237,1785,225,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3dai_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3dai_A/3dai_A_analysis.zip,32220234,fecbb57fd6123c2130c4a3342f9ba9ea602100d27ebb6900957bd6cfd666c39c,2026-08-26T18:29:55.961714+00:00,valid,data/raw/3dai_A/3dai_A.pdb,2159,130,1075,123,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3fbl_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3fbl_A/3fbl_A_analysis.zip,19700596,569b3d695cd5ac6b922dff5334bf03ad63c76e50c1b5c59fd330bc1ce88a4070,2026-08-26T18:30:00.034899+00:00,valid,data/raw/3fbl_A/3fbl_A.pdb,1301,82,658,80,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
3fpu_A,https://www.dsimb.inserm.fr/ATLAS/database/ATLAS/3fpu_A/3fpu_A_analysis.zip,23241616,0dffa2b1d3e0ebe142e695b1ff070738b4f60a10829185a706289aa258b030b3,2026-08-26T18:30:04.133868+00:00,valid,data/raw/3fpu_A/3fpu_A.pdb,1498,100,710,93,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,1001,0.0,100000.0,100.0,3003
