population_family,coefficient_setting,target_pivot,fitter_pivot,minority_mass,recovery_percent,null_recovery_percent,recovery_gain_over_null,tvd,null_tvd,tvd_gain_over_null,decoy_mass,shannon_entropy,folded_mass,uptake_mse,selected_start_family,selected_start_name,n_starts,signed_error_Folded,signed_error_PUF1,signed_error_PUF2,signed_error_PUF3,signed_error_unfolded,signed_error_PUF2-like
folded_dominant,published,legacy,slow-N,0.0645,93.41661752847843,78.22216316400458,15.194454364473842,0.01725518393339044,0.15149999999999997,0.13424481606660954,0.0007576512501250002,0.20188407207484507,0.9519975326832654,2.372910337901037e-05,neutral,neutral_dirichlet_1,6,0.01649753268326537,-0.006702154723756494,-0.010553029209634014,0.0002315728569099045,0.0005260783932150957,0.0
folded_dominant,published,legacy,slow-N,0.0929,92.33403669363615,80.76731136797446,11.566725325661693,0.01566878907321943,0.12309999999999999,0.10743121092678055,0.0011298214311095663,0.2890020920031435,0.9216389676421098,2.571192988299595e-05,neutral,neutral_dirichlet_1,6,0.014538967642109824,-0.0005597634646156424,-0.015109025608603827,0.00034723552435820014,0.0007825859067513662,0.0
folded_dominant,published,legacy,slow-N,0.1338,90.7372658157432,82.88913878119226,7.8481270345509415,0.02177439553142567,0.08621300012861653,0.06443860459719086,0.001565286506108418,0.3954268338249181,0.8759678890149352,2.8856669963011246e-05,neutral,neutral_dirichlet_1,6,0.009767889014935194,0.010441220010382085,-0.021774395531425638,0.00048386130199645484,0.001081425204111963,0.0
folded_dominant,published,legacy,slow-N,0.1927,88.50516526204352,83.33158269717923,5.17358256486429,0.03177159311253623,0.052000000000000005,0.020228406887463773,0.001995343328376162,0.5179753376757203,0.8071453918460658,3.387812616498186e-05,neutral,neutral_dirichlet_1,6,-0.00015460815393419924,0.029776249784160047,-0.03161698495860206,0.0006196959388539209,0.0013756473895222409,0.0
folded_dominant,published,legacy,slow-N,0.2776,85.40957288011666,80.37307216810717,5.0365007120094845,0.06563080431252169,0.11360000000000005,0.04796919568747836,0.002307714856762265,0.6425161791612467,0.7030218978179128,4.195425835321252e-05,neutral,neutral_dirichlet_1,6,-0.01937810218208713,0.06332308945575948,-0.0462527021304345,0.0007182535522196524,0.0015894613045426128,0.0
folded_dominant,published,legacy,slow-N,0.4,81.14856034372764,73.04576084040984,8.102799503317797,0.1211712574928734,0.23600000000000004,0.11482874250712664,0.0024103663387282947,0.7274299917331147,0.54677220693833,5.5205205311716166e-05,neutral,neutral_dirichlet_1,6,-0.053227793061670026,0.11876089115414507,-0.06794346443120339,0.0007501082811713229,0.0016602580575569717,0.0
folded_dominant,published,fast,legacy,0.015,64.2407344106884,70.55354273308477,-6.312808322396364,0.2629002131752239,0.201,-0.06190021317522387,0.0955562690221902,0.9495742275873897,0.722099786824776,7.573358111550461e-05,neutral,neutral_uniform,6,-0.26290021317522394,0.048265357469518204,0.11907858668351548,0.058405852789366476,0.03715041623282371,0.0
folded_dominant,published,fast,legacy,0.0216,62.83278813907667,71.96681580863714,-9.134027669560467,0.2807860340836529,0.19440000000000002,-0.08638603408365286,0.08901079036625145,0.9645012670322894,0.6976139659163471,8.961115049000829e-05,neutral,neutral_uniform,6,-0.280786034083653,0.029986502013234786,0.16178874170416663,0.061565962751446046,0.027444827614805406,0.0
folded_dominant,published,fast,legacy,0.02881,61.23595373532827,73.31556526718816,-12.07961153185989,0.2981200121575766,0.18718999999999997,-0.11093001215757664,0.08280045770714455,0.9684116583675769,0.6730699878424234,0.00010584665148136704,neutral,neutral_uniform,6,-0.29812001215757655,0.014615474016925922,0.20070408043350613,0.06310076286676057,0.019699694840383978,0.0
folded_dominant,published,fast,legacy,0.0448,57.696903099630205,75.80970811311596,-18.112805013485755,0.342367035293911,0.17120000000000002,-0.17116703529391097,0.07373840863449894,0.9646991979966378,0.6208046432825661,0.0001426558005285905,neutral,neutral_dirichlet_1,6,-0.3343953567174339,-0.007971678576477067,0.26862862665941195,0.06852012140989734,0.005218287224601608,0.0
folded_dominant,published,fast,legacy,0.0645,54.2774789763788,78.22216316400458,-23.944684187625782,0.3939645947362054,0.15149999999999997,-0.2424645947362054,0.05973725406976204,0.9376970733585921,0.5758336591968973,0.0001858207541839758,neutral,neutral_dirichlet_1,6,-0.35966634080310267,-0.03429825393310272,0.3342273406664434,0.05731020975298851,0.0024270443167735264,0.0
folded_dominant,published,fast,legacy,0.0929,49.74986389247227,80.76731136797446,-31.017447475502188,0.45913686602279713,0.12309999999999999,-0.33603686602279714,0.02725245507814613,0.8631979084464843,0.5109165956944667,0.00023841484260735344,neutral,neutral_dirichlet_1,6,-0.39618340430553334,-0.06295346171726371,0.431884410944651,0.02605051494251605,0.0012019401356300773,0.0
folded_dominant,published,fast,legacy,0.1338,44.31499071100923,82.88913878119226,-38.57414807018303,0.5333312589072018,0.08621300012861653,-0.44711825877858524,0.001251478210573664,0.7325016911503682,0.43557662452614415,0.00028401526426127853,neutral,neutral_dirichlet_1,6,-0.4306233754738558,-0.1027078834333461,0.5320797806966282,0.0008764080663315949,0.0003750701442420692,0.0
folded_dominant,published,fast,legacy,0.1927,39.7500023731018,83.33158269717923,-43.58158032407743,0.5984729998608225,0.052000000000000005,-0.5464729998608224,0.0005218526543912004,0.6906295480422724,0.3614004665803324,0.00030363781647499877,neutral,neutral_dirichlet_1,6,-0.4458995334196676,-0.15257346644115488,0.5979511472064313,0.0003071386367120549,0.00021471401767914544,0.0
folded_dominant,published,fast,legacy,0.2776,35.63482455397611,80.37307216810717,-44.73824761413106,0.6549359759046506,0.11360000000000005,-0.5413359759046505,0.00036358627507165783,0.6318354999667918,0.2911240118941508,0.0002906621866548524,neutral,neutral_dirichlet_1,6,-0.4312759881058491,-0.22365998779880147,0.6545723896295791,0.00019383346418365522,0.00016975281088800262,0.0
folded_dominant,published,fast,legacy,0.4,31.677907178853324,73.04576084040984,-41.367853661556516,0.7034436482972004,0.23600000000000004,-0.46744364829720036,0.00027448533393813267,0.5477904336339972,0.22259032192377076,0.0002520303668825837,neutral,neutral_dirichlet_1,6,-0.3774096780762292,-0.3260339702209713,0.7031691629632624,0.00013159670974313773,0.0001428886241949949,0.0
folded_dominant,published,fast,fast,0.015,96.10950585305093,70.55354273308477,25.555963119966165,0.007992439435827557,0.201,0.19300756056417245,0.0006390791649290122,0.10657460988645864,0.9791699611971825,4.4687810943700977e-07,adversarial,adversarial_PUF3,6,-0.0058300388028175165,0.0073533602708986436,-0.002162400633009942,0.0006366909595568791,2.3882053721329747e-06,0.0
folded_dominant,published,fast,fast,0.0216,95.39755481788636,71.96681580863714,23.430739009249223,0.011411570225647854,0.19440000000000002,0.18298842977435217,0.0008823791831551788,0.14225205130738258,0.9700545893957739,8.324540025965311e-07,adversarial,adversarial_PUF3,6,-0.008345410604226111,0.010529191042492565,-0.0030661596214218516,0.000879283923158658,3.095259996520831e-06,0.0
folded_dominant,published,fast,fast,0.02881,94.8927688464796,73.31556526718816,21.577203579291435,0.014302295882952103,0.18718999999999997,0.17288770411704787,0.001144605818630081,0.17560816143532582,0.960876450817331,1.268985323600615e-06,adversarial,adversarial_PUF3,6,-0.010313549182669024,0.013157690064322061,-0.003988746700283043,0.001140803616892547,3.8022017375341344e-06,0.0
folded_dominant,published,fast,fast,0.0448,94.36762877391034,75.80970811311596,18.55792066079438,0.018082975331125756,0.17120000000000002,0.15311702466887425,0.0016705245082071147,0.23613834370014852,0.9428652381687251,2.1527940357396123e-06,adversarial,adversarial_PUF3,6,-0.01233476183127491,0.0164124508229187,-0.005748213499850789,0.001665385978696482,5.138529510632567e-06,0.0
folded_dominant,published,fast,fast,0.0645,94.21177278495534,78.22216316400458,15.989609620950759,0.020340266370894453,0.15149999999999997,0.13115973362910552,0.002127012265444715,0.29861282855322485,0.9225193702898727,2.9868565555118724e-06,adversarial,adversarial_PUF3,6,-0.012980629710127256,0.018213254105449772,-0.007359636660767159,0.0021206788670029134,6.3333984418017505e-06,0.0
folded_dominant,published,fast,fast,0.0929,94.28894212837558,80.76731136797446,13.521630760401123,0.02228012024890344,0.12309999999999999,0.10081987975109655,0.0024514968334652678,0.37831297555318927,0.893654380578064,3.5583402099820254e-06,adversarial,adversarial_PUF3,6,-0.013445619421936006,0.019828623415438174,-0.00883450082696743,0.0024441248327459896,7.372000719278342e-06,0.0
folded_dominant,published,fast,fast,0.1338,94.46120632686548,82.88913878119226,11.572067545673221,0.024692187083570877,0.08621300012861653,0.061520813045045655,0.002606253139097795,0.478824837120709,0.8516493058831253,3.649583952237255e-06,adversarial,adversarial_PUF3,6,-0.014550694116874707,0.022085933944473196,-0.010141492966696062,0.0025981116436330654,8.141495464729503e-06,0.0
folded_dominant,published,fast,fast,0.1927,94.57383253017537,83.33158269717923,11.242249832996137,0.028485832397413386,0.052000000000000005,0.02351416760258662,0.002675647968606304,0.6001824273889123,0.7903503410393196,3.4333121428517353e-06,adversarial,adversarial_PUF3,6,-0.016949658960680458,0.02581018442880703,-0.01153617343673298,0.002666935114568563,8.712854037740683e-06,0.0
folded_dominant,published,fast,fast,0.2776,94.56568673619935,80.37307216810717,14.192614568092182,0.03421260606126862,0.11360000000000005,0.07938739393873143,0.0027451610302556026,0.735980073352271,0.7014338117765724,3.0890964282231347e-06,adversarial,adversarial_PUF3,6,-0.02096618822342755,0.03146744503101301,-0.013246417837841085,0.002735992486742076,9.168543513526777e-06,0.0
folded_dominant,published,fast,fast,0.4,94.31763391701297,73.04576084040984,21.27187307660313,0.043421909658043024,0.23600000000000004,0.19257809034195703,0.0028967033817407263,0.8659546789230379,0.5722359727341304,2.752428051514801e-06,adversarial,adversarial_PUF3,6,-0.027764027265869573,0.04052520627630224,-0.015657882392173514,0.002887144439314234,9.558942426492069e-06,0.0
folded_dominant,published,fast,slow-N,0.015,42.156385238121175,70.55354273308477,-28.397157494963594,0.5663847175630339,0.201,-0.36538471756303387,0.04565755479194971,0.9452463044398078,0.41861528243696616,0.00014974572680472614,adversarial,adversarial_PUF3,6,-0.5663847175630339,0.4984249354058716,0.02230222736521252,0.044759707557341946,0.0008978472346077607,0.0
folded_dominant,published,fast,slow-N,0.0216,41.40980772951093,71.96681580863714,-30.557008079126206,0.5874531726935779,0.19440000000000002,-0.39305317269357787,0.043019541332296636,0.9829777355319194,0.3909468273064223,0.00016527353275252348,adversarial,adversarial_PUF3,6,-0.5874531726935778,0.5042799729431457,0.04015365841813537,0.04230968828396394,0.0007098530483326979,0.0
folded_dominant,published,fast,slow-N,0.02881,41.43373641348672,73.31556526718816,-31.881828853701442,0.5974665094057545,0.18718999999999997,-0.41027650940575455,0.037488723787127656,1.0220549488676836,0.3737234905942455,0.0001823781376979914,adversarial,adversarial_PUF3,6,-0.5974665094057545,0.4943449222632906,0.06563286335533632,0.03692933863692513,0.0005593851502025297,0.0
folded_dominant,published,fast,slow-N,0.0448,45.77185449206327,75.80970811311596,-30.03785362105269,0.5592843255434635,0.17120000000000002,-0.3880843255434635,0.00802639712478727,1.0679039073646943,0.3959156744565365,0.0002179098826571879,neutral,neutral_dirichlet_1,6,-0.5592843255434635,0.39757770740647835,0.15368022101219792,0.004539182948224046,0.003487214176563224,0.0
folded_dominant,published,fast,slow-N,0.0645,45.517817632293855,78.22216316400458,-32.70434553171073,0.5779500654327279,0.15149999999999997,-0.4264500654327279,0.005299645454494935,1.0862295462446832,0.3575499345672721,0.0002559105378189951,neutral,neutral_dirichlet_1,6,-0.5779500654327279,0.3797416719508232,0.19290874802740984,0.002709076902109275,0.0025905685523856603,0.0
folded_dominant,published,fast,slow-N,0.0929,45.2280468729652,80.76731136797446,-35.539264495009256,0.5951870540768157,0.12309999999999999,-0.4720870540768157,0.0036756635071330257,1.0975534772220206,0.3119129459231843,0.00030088761906556255,neutral,neutral_dirichlet_1,6,-0.5951870540768157,0.35401618197511037,0.2374952085945724,0.0017277578619875054,0.0019479056451455203,0.0
folded_dominant,published,fast,slow-N,0.1338,44.935703780161475,82.88913878119226,-37.95343500103078,0.6066092586934396,0.08621300012861653,-0.5203962585648231,0.002661659339691093,1.0948476877666413,0.25959074130656035,0.00034868519125950167,neutral,neutral_dirichlet_1,6,-0.6066092586934396,0.3153305268821889,0.28861707247155965,0.001162227215876491,0.0014994321238146022,0.0
folded_dominant,published,fast,slow-N,0.1927,44.509086422865415,83.33158269717923,-38.822496274313814,0.6072363553260547,0.052000000000000005,-0.5552363553260546,0.001995372024026373,1.0680730301180559,0.20006364467394525,0.0003919493127342248,neutral,neutral_dirichlet_1,6,-0.6072363553260548,0.2588143563446507,0.3464266269573778,0.0008113221560402786,0.0011840498679860944,0.0
folded_dominant,published,fast,slow-N,0.2776,43.53594842665235,80.37307216810717,-36.837123741454825,0.5908696319244008,0.11360000000000005,-0.47726963192440075,0.001530719485551118,1.0008085945819436,0.1315303680755992,0.0004230088037335574,neutral,neutral_dirichlet_1,6,-0.5908696319244007,0.1790152215223662,0.4103236909164836,0.0005760299881374191,0.0009546894974136989,0.0
folded_dominant,published,fast,slow-N,0.4,40.64762079538791,73.04576084040984,-32.39814004502193,0.5505508395365005,0.23600000000000004,-0.3145508395365005,0.0011866244638846204,0.8526833566330589,0.049449160463499585,0.0004387149518619137,neutral,neutral_dirichlet_1,6,-0.5505508395365004,0.07072818145758675,0.47863603361502916,0.00040533213312982027,0.0007812923307548002,0.0
folded_dominant,published,slow-N,legacy,0.015,96.44439503453151,70.55354273308477,25.890852301446742,0.006683294961269546,0.201,0.19431670503873047,0.0005729450409528234,0.10191614726303545,0.9804280159021179,2.12078236091846e-05,neutral,neutral_dirichlet_1,6,-0.004571984097882065,0.006110349920316713,-0.0021113108633874925,0.0001880962273355802,0.0003848488136172432,0.0
folded_dominant,published,slow-N,legacy,0.0216,96.2522577669611,71.96681580863714,24.285441958323958,0.005177694682106594,0.19440000000000002,0.1892223053178934,0.0006868353788438374,0.1183970663080247,0.9764010604575915,2.1594092894765485e-05,neutral,neutral_dirichlet_1,6,-0.0019989395424085954,0.00449085930326271,-0.0031787551396980475,0.0002255069780738307,0.00046132840077000664,0.0
folded_dominant,published,slow-N,legacy,0.02881,93.97763861764511,73.31556526718816,20.66207335045695,0.005541918096888527,0.18718999999999997,0.18164808190311144,0.005541918096888471,0.15402050281518592,0.9711049852614398,2.1967597103302608e-05,neutral,neutral_uniform,6,-8.501473856015185e-05,-0.0016808094327217492,-0.0037760939256066836,0.002228615350209359,0.003313302746679112,0.0
folded_dominant,published,slow-N,legacy,0.0448,92.60656952241402,75.80970811311596,16.79686140929806,0.01531396830913706,0.17120000000000002,0.15588603169086296,0.006857463705314542,0.1850586229674255,0.9636565046038225,2.2849442691760163e-05,neutral,neutral_uniform,6,0.008456504603822412,-0.00904316944372166,-0.006270798865415508,0.0027546251574177122,0.00410283854789683,0.0
folded_dominant,published,slow-N,legacy,0.0645,91.1002920838051,78.22216316400458,12.878128919800517,0.025253709830628548,0.15149999999999997,0.12624629016937142,0.008912809313561776,0.23114053509778054,0.9518409005170667,2.427370515861296e-05,neutral,neutral_uniform,6,0.016340900517066714,-0.01607095001935612,-0.009182759811272485,0.0035722986974858926,0.005340510616075884,0.0
folded_dominant,published,slow-N,legacy,0.0929,89.4198770736493,80.76731136797446,8.652565705674846,0.03664183337738329,0.12309999999999999,0.0864581666226167,0.012441403348718579,0.30451550741920824,0.9313004300286647,2.675347841187433e-05,neutral,neutral_uniform,6,0.024200430028664677,-0.023572204008873214,-0.01306962936851011,0.004963150555544331,0.007478252793174246,0.0
folded_dominant,published,slow-N,legacy,0.1338,88.03194774812948,82.88913878119226,5.142808966937224,0.05522864485639795,0.08621300012861653,0.03098435527221858,0.01719088636993069,0.40301346857066433,0.9042377584864673,3.076987763746038e-05,adversarial,adversarial_unfolded,6,0.03803775848646729,-0.0423102567305753,-0.012918388125822636,0.004908251708693786,0.012282634661236904,0.0
folded_dominant,published,slow-N,legacy,0.1927,85.65004193985469,83.33158269717923,2.318459242675459,0.081591448777252,0.052000000000000005,-0.02959144877725199,0.02333283891039656,0.5173476301487607,0.8655586098668555,3.8213045571380845e-05,adversarial,adversarial_unfolded,6,0.05825860986685549,-0.06336169903322433,-0.018229749744027603,0.006869887745720444,0.016462951164676113,0.0
folded_dominant,published,slow-N,legacy,0.2776,83.93913360143111,80.37307216810717,3.566061433323938,0.10707471791344778,0.11360000000000005,0.006525282086552273,0.02826048539698451,0.6931488346900048,0.8012142325164632,5.082239130538325e-05,neutral,neutral_uniform,6,0.07881423251646325,-0.09833436292721681,-0.008740354986230998,0.011268918008123678,0.01699156738886083,0.0
folded_dominant,published,slow-N,legacy,0.4,75.08196831176502,73.04576084040984,2.0362074713551834,0.21865183613682482,0.23600000000000004,0.017348163863175226,0.02082090546275115,0.8083842503519595,0.7490263562320238,7.058819429120133e-05,neutral,neutral_uniform,6,0.14902635623202387,-0.21865183613682482,0.0488045744420498,0.008186248278234415,0.012634657184516736,0.0
folded_dominant,published,slow-N,fast,0.015,92.31335142865265,70.55354273308477,21.759808695567884,0.014325469450051354,0.201,0.18667453054994865,6.844844145537037e-07,0.0057306102195294915,0.9993247849656368,0.0004106046366418529,neutral,neutral_dirichlet_1,6,0.014324784965636828,-0.011662676243633218,-0.002662793206418109,4.521287409473474e-07,2.323556736063563e-07,0.0
folded_dominant,published,slow-N,fast,0.0216,90.48103999220776,71.96681580863714,18.51422418357062,0.020917248786736755,0.19440000000000002,0.17348275121326326,6.923918463095316e-07,0.005792197533600563,0.9993165563948904,0.0004020682990999337,neutral,neutral_dirichlet_1,6,0.020916556394890318,-0.017070325688029516,-0.0038469230987073604,4.5757163192257524e-07,2.348202143869563e-07,0.0
folded_dominant,published,slow-N,fast,0.02881,88.78779893813052,73.31556526718816,15.472233670942359,0.02811799362745759,0.18718999999999997,0.15907200637254237,7.012913611517599e-07,0.0058614160937559626,0.9993072923360965,0.00039289992396708274,neutral,neutral_dirichlet_1,6,0.0281172923360965,-0.022977510515066555,-0.005140483112390971,4.636968452652316e-07,2.375945158865283e-07,0.0
folded_dominant,published,slow-N,fast,0.0448,85.67890869386072,75.80970811311596,9.86920058074476,0.04408637645125375,0.17120000000000002,0.12711362354874628,7.220655114177047e-07,0.006022607481881112,0.9992856543857424,0.0003731513306095096,neutral,neutral_dirichlet_1,6,0.0440856543857423,-0.03607714499489515,-0.00800923145635864,4.779928796045688e-07,2.440726318131359e-07,0.0
